tweet_id	user_id	created_at	text	start	end	span	drug
642110071871291393	70483719	2015-09-10	Holy heartburn! Already took a dose of Tums and still raging! Send help &amp; antacids!!	78	86	antacids	antacids
651201426274684929	21752467	2015-10-06	Stephanie sounds like she needs some decongestant! #RAW	37	49	decongestant	decongestant
589836382274740224	1106419609	2015-04-19	@charliicl I am burping him a few times through feed. Just put infacol on my asda delivery. Thanks for reminding me about it!	63	70	infacol	infacol
748416137961037824	15723171	2016-06-30	So ill with flu/cold symptoms I can barely lift my head! Anyone know of any preggo-friendly remedies (besides paracetamol)? ğŸ˜°	110	121	paracetamol	paracetamol
684818764421029888	46677996	2016-01-06	@chassidyyann he said I was dehydrated which could cause the cramping so I got some fluids and antibiotics	95	106	antibiotics	antibiotics
534956275906273281	60440414	2014-11-19	@frugalyegmama did you have the actual shot or the nasal spray?	39	43	shot	shot
534956275906273281	60440414	2014-11-19	@frugalyegmama did you have the actual shot or the nasal spray?	51	62	nasal spray	nasal spray
800557939207577600	1143892999	2016-11-21	The FACT I drunk this castor oil shit twice don't make no fucking sense... I wouldn't wish that on my worst enemy ğŸ˜·	22	32	castor oil	castor oil
799450815572430849	109506129	2016-11-18	High af off the morphine... lol	16	24	morphine	morphine
855595397506584577	539178650	2017-04-22	I hate that I had to get a C section because now my back kills me from the epidural I had to get	75	83	epidural	epidural
581341654562426880	3094918674	2015-03-27	@t_keeenom That's what I'm nervous about,bc I sleep so damn much ! Did you get an epidural?	82	90	epidural	epidural
789840246141755392	539178650	2016-10-22	But I got my IUD just in case lmfao Rosie's going to be an only child	13	16	IUD	IUD
791810766584188928	1427054106	2016-10-28	Has anyone gotten the depo shot? If so, what's your opinion on it? ğŸ¤”	22	31	depo shot	depo shot
743467441217363968	595051318	2016-06-16	My 4th Rhogam shot hurt just as bad as my 1st one. O negative blood is a blessing &amp; a curse. #crybaby	7	18	Rhogam shot	rhogam injection
818553256154726400	45416544	2017-01-09	@callathekitten She is currently on a morphine drip &amp; hospice is taking over. trying to just make her comfortable at this point.	38	46	morphine	morphine
177898310420545536	115285374	2012-03-08	However, if I paired the wine with some muscle relaxers, I might have a greater understanding of what it's like to be Rush Limbaugh... #Hmmm	40	55	muscle relaxers	muscle relaxers
180300105583296514	115285374	2012-03-15	Just started on my second venti iced coffee from #Starbucks. Drowsiness is INDEED a side effect of muscle relaxers! =(	99	114	muscle relaxers	muscle relaxers
407566165473386496	629467382	2013-12-02	#ad Are you good about taking #vitamins? #HealthYourself and try out a supplement recommender to find your best bets! http://t.co/bLuFFHSbuf	31	39	vitamins	vitamins
593113950054522881	726992034	2015-04-28	Birth control âœ”ï¸ Prenatal âœ”ï¸	0	13	Birth control	birth control
792516839469264896	595051318	2016-10-30	When your birth control alarm goes off &amp; wakes the baby that just fell asleep... it reminds you why you take birth control in the 1st place.	10	23	birth control	birth control
792516839469264896	595051318	2016-10-30	When your birth control alarm goes off &amp; wakes the baby that just fell asleep... it reminds you why you take birth control in the 1st place.	113	126	birth control	birth control
662765945769893892	595051318	2015-11-06	I really need to pack a bag for Tulsa this weekend but taking a muscle relaxer and passing out in this recliner sounds soooooooo much better	64	78	muscle relaxer	muscle relaxer
590578974218186752	726992034	2015-04-21	Thank god it was just a false alarm I don't want to get pregnant any time soon I'm so scared to stop taking my birth control	111	124	birth control	birth control
867326747167031296	51921787	2017-05-24	@ayeemandaa_ Well I was on magnesium. They did labs on me every 4 hours just to make sure I didnt have a lot of itâ€¦ https://t.co/WZRnwhjgIo	27	36	magnesium	magnesium
775810098585145344	595051318	2016-09-13	I fucking hate how these pain meds make me feel but I'm too sore to function if I don't take them ğŸ˜­ I just want to feel normal again.	25	34	pain meds	pain medication
672090020862267392	208231808	2015-12-02	@adrienneivey hopefully I can shake most of it off today, if not, it's not the end of the world. I can only take Tylenol though! boo!	113	120	Tylenol	tylenol
584184868881305600	60440414	2015-04-04	Also, I think my husband is trying to romance me as he came home with a NEW flavour of Tums that I haven't yet tried. ;) #pregnancy	87	91	Tums	tums
783979310424088577	1228869366	2016-10-06	You won't start feeling the pictocin for about an hour   Uh bullshit I've been having contractions since that shit hit my system ğŸ˜¶ğŸ˜¶ğŸ˜¶	28	36	pictocin	pitocin
762059592377458688	1591899259	2016-08-06	@Kainin the AC can dry you out. Get a saline spray. Helps keep it from super drying.	38	50	saline spray	saline spray
528217351544508417	436230026	2014-10-31	Just kidding..more lab work, more doctor visits, and more antibiotics through my veins ğŸ˜¥	58	69	antibiotics	antibiotics
486547242484912129	60440414	2014-07-08	@pinkchai Tylenol is great for throat pain.The nurse in me goes to drugs first ;)	10	17	Tylenol	tylenol
889880546679152640	738847850096910336	2017-07-25	@LinzDeFranco Try generic (Wal-Mart brand) Prilosec OTC gel capsules. It's the ONLY thing that has helped with my pregnancy	43	55	Prilosec OTC	prilosec OTC
672884858268483584	1465089974	2015-12-04	@MeganCalvery regardless I'm getting the damn epidural ğŸ’…	46	54	epidural	epidural
799893361385754624	109506129	2016-11-19	Last min oxys so i can sleep... juju knocked... and rell at home cleaning lol	9	13	oxys	oxycodone
551921595124428800	60440414	2015-01-05	@TheMamaship Ugh. I had a sinus infection last Winter and could not get over the teeth pain. So annoying. I ended up on antibiotics.	120	131	antibiotics	antibiotics
679870684093399040	70483719	2015-12-24	Getting 'upgraded' from Tums to a daily OTC. Too bad tomorrow is Christmas Eve so stores will be nuts	24	28	Tums	tums
847074065324093440	51921787	2017-03-29	Last time I had a sore arm from a vaccine was when I got my meningitis vaccine	60	78	meningitis vaccine	meningitis vaccine
773809858038624257	65087044	2016-09-08	Shoulda took some more NyQuil ğŸ˜”	23	29	NyQuil	nyquil
865403375096963072	51921787	2017-05-19	Evan &amp; I went into Target to buy some vitamins. We came out with $150+ worth of stuff. ğŸ˜…	42	50	vitamins	vitamins
742843601852485632	20229575	2016-06-14	@EngrishPorice honestly I'm high on American flu medication so I don't even know my own name right now! ğŸ˜‚	45	59	flu medication	flu medication
793126775689732096	1128015306	2016-10-31	Nasal flu vac for children .. anyones kids get side effects?	0	13	Nasal flu vac	nasal flu vaccine
694693104939499521	208231808	2016-02-03	So explain to me how GMO insulin is poison? Without it, diabetics die. Citations for poisoning people and the planet please. @duncanasper	25	32	insulin	insulin
854483172100382721	539178650	2017-04-18	They still want to give her steroids like no foh	28	36	steroids	steroids
794889248319172608	109506129	2016-11-05	@shaunGstyles she had a epidural?	24	32	epidural	epidural
549503598804344832	1154971159	2014-12-29	I'm working on it! 4:00am now. Pain was intense so I just had a magical wonderful epidural from theâ€¦ http://t.co/cAirxmy40f	82	90	epidural	epidural
800367699758977024	1427054106	2016-11-20	@sstuckeyy I didn't take prenatals at all, people didn't back in the day so I don't think it's necessary. Just eat healthy &amp; drink water ğŸ˜Š	25	34	prenatals	prenatals
751262835649310722	1228869366	2016-07-08	My friend asked me where she can go to get birth control and I was telling Jay about it and he goes God you sound like a mom ğŸ˜‚ğŸ˜‚	43	56	birth control	birth control
514884383862697985	436230026	2014-09-24	Feeling great even after giving birth to Jayce without any pain meds. :)	59	68	pain meds	pain medication
717640339465568256	65473062	2016-04-06	This morphine don't work ğŸ™„ I've pressed this button like 4 times &amp; I still feel like shit ğŸ˜­	5	13	morphine	morphine
846805317971267585	51921787	2017-03-28	Why are prenatal vitamins pricey?	8	25	prenatal vitamins	prenatal vitamins
849460713513005056	2147874931	2017-04-05	Tylenol + Codeine ALWAYS makes me feel so weird but it's the only thing that helps my migraines ğŸ˜ğŸ˜©	0	17	Tylenol + Codeine	Tylenol-codeine
660166781525340161	726992034	2015-10-30	For now after this baby I'm getting the nexplanon for 6 years 3 then another 3 lol	40	49	nexplanon	nexplanon
701177189039931392	46677996	2016-02-20	I don't wanna take medicine so im just going to try to take emergen-c and hope it helps	60	69	emergen-c	emergen-c
437364202223591424	1650749720	2014-02-22	I told Michelle Obama I haven't eaten anything in 3 days because I have adderall now. She high fived me.	72	80	adderall	adderall
180138453118365697	115285374	2012-03-15	Just took my first muscle relaxer to help with my back pain. I don't see what all the fuss is about painkillers, I sdfbyese5i6tygfdshbve4eui	19	33	muscle relaxer	muscle relaxers
180138453118365697	115285374	2012-03-15	Just took my first muscle relaxer to help with my back pain. I don't see what all the fuss is about painkillers, I sdfbyese5i6tygfdshbve4eui	100	111	painkillers	painkillers
850931486673039361	464229717	2017-04-09	these pain meds suck lol	6	15	pain meds	pain medication
782778850803449856	65087044	2016-10-03	I need some Pepto Bismol	12	24	Pepto Bismol	pepto bismol
773287370745446400	1427054106	2016-09-06	Is it Tylenol or ibuprofen that you can take while pregnant? ğŸ¤”	6	13	Tylenol	tylenol
773287370745446400	1427054106	2016-09-06	Is it Tylenol or ibuprofen that you can take while pregnant? ğŸ¤”	17	26	ibuprofen	ibuprofen
584172380102078464	60440414	2015-04-04	My kids are so envious of the Tums that I chomp on regularly. They cry and beg to have one. Ridiculous. They think I'm chowing candies?!	30	34	Tums	tums
681545965866631168	208231808	2015-12-28	@jjacula I just shouldn't have said anything...the advise she pours in ğŸ˜‰I just want Sudafed and NyQuil dammit!!!	84	91	Sudafed	sudafed
681545965866631168	208231808	2015-12-28	@jjacula I just shouldn't have said anything...the advise she pours in ğŸ˜‰I just want Sudafed and NyQuil dammit!!!	96	102	NyQuil	nyquil
851473664168034309	51921787	2017-04-10	Why does my prenatal vitamin smell like dogs medicine lol	12	28	prenatal vitamin	prenatal vitamin
707715042477744128	218297421	2016-03-09	Just get on birth control and use two condoms. Oh and don't have sex when ovulating.	12	25	birth control	birth control
841466126655664128	184620477	2017-03-14	I have a possible infection from my Zofran pump.. seriously. Not catching any breaks during this pregnancy apparently. ğŸ˜­ğŸ¤·ğŸ½â€â™€ï¸	36	42	Zofran	zofran
612522575776907264	2206562811	2015-06-21	@bethanygiuffre it's time for the epidural!	34	42	epidural	epidural
767004439450451968	19546372	2016-08-20	@elvisrockysly yeah, one is heparin. Jesus, that don't sound good mate.	28	35	heparin	heparin
765379008838131712	1486889246	2016-08-16	*puts cocoa butter on, takes prenatal vitamin, uses restroom, goes to sleep*	29	45	prenatal vitamin	prenatal vitamins
448063246231015424	113610499	2014-03-24	Update: I got the epidural, back contractions are killer, dilated to a 4, almost 100% faced, &amp; just started getting pitocin ğŸ˜Škeep it rollin'	18	26	epidural	epidural
448063246231015424	113610499	2014-03-24	Update: I got the epidural, back contractions are killer, dilated to a 4, almost 100% faced, &amp; just started getting pitocin ğŸ˜Škeep it rollin'	120	127	pitocin	pitocin
502162994231791617	17084008	2014-08-20	i seem to have to wash most cups of tea down with a glug of gaviscon. i cannot go without tea though :( #pregnancyheartburn	60	68	gaviscon	gaviscon
534528525379055617	2551446475	2014-11-18	Our kid is now 25 weeks and the size of a turnip, FYI. 1/5 of my diet is Tums, but life's pretty good otherwise!	73	77	Tums	tums
786755084231270401	177251944	2016-10-14	Still have one day of antibiotics left for my ear infection and I've started with another head/chest cold. Shoot me now.	22	33	antibiotics	antibiotics
692192378933923841	1959451166	2016-01-27	@pugzznotdrugz I've heard the depo can be toxic if you stay on it too long ğŸ˜• you're welcome! and we are doing good! hope you are too ğŸ˜Š	30	34	depo	depo-provera
557780893323231232	2799031971	2015-01-21	Muscle relaxers ğŸ‘Œ	0	15	Muscle relaxers	muscle relaxer
486973488775700481	135289182	2014-07-09	Popping tums like candy	8	12	tums	tums
837736300190945280	184620477	2017-03-03	I can't decide if my migraine is from me being beyond stressed out right now or from my Zofran dosage. Hm.	88	94	Zofran	zofran
467374169038942208	23474083	2014-05-16	Has anyone tried making a crushed Asprin + water paste for pimples? Curious if it works! #beautychat	34	40	Asprin	aspirin
300047510033031168	24324898	2013-02-09	@jennabennabear also I'm gonna buy liquid vitamin d next cuz I think that absorbs in your body much better than caps.	42	51	vitamin d	vitamin d
804468435656839168	177251944	2016-12-01	@GrnEyedGirl1970 ğŸ˜” the antibiotics should start to help after 24 hours. Lots of fluids and cranberry juice plus Advil may give some relief!	23	34	antibiotics	antibiotics
804468435656839168	177251944	2016-12-01	@GrnEyedGirl1970 ğŸ˜” the antibiotics should start to help after 24 hours. Lots of fluids and cranberry juice plus Advil may give some relief!	112	117	Advil	advil
328544164151185408	18660643	2013-04-28	IVF Update - First Injection of Menopur and Follistim: http://t.co/EruKXtq7TY via @YouTube	32	39	Menopur	menopur
328544164151185408	18660643	2013-04-28	IVF Update - First Injection of Menopur and Follistim: http://t.co/EruKXtq7TY via @YouTube	44	53	Follistim	follistim
436463012325888000	20043090	2014-02-20	How many syns in a lemsip? Feeling ruff :-(	19	25	lemsip	lemsip
447993192483287040	113610499	2014-03-24	fentanyl is where it's at!!!! ğŸ‘‹Goodbye pain, Paige feels wastedğŸ’ğŸ˜	0	8	fentanyl	fentanyl
529668542036447232	2444385272	2014-11-04	Too bad I'm terrified of the epidural	29	37	epidural	epidural
557235045044203523	2799031971	2015-01-19	Update: epidural was really rough but worth it.. Can't feel a thing right now and dilated to a 5. ğŸ’™	8	16	epidural	epidural
521253215015534592	2444385272	2014-10-12	I'm terrified of labor especially since I'm having a natural birth... No epidural	73	81	epidural	epidural
724795259977383936	1959451166	2016-04-26	Can't see bc @Anthony_Drakee put earache drops instead of eye drops into my eyes. ğŸ™ƒğŸ™ƒğŸ™ƒ	33	46	earache drops	earache drops
724795259977383936	1959451166	2016-04-26	Can't see bc @Anthony_Drakee put earache drops instead of eye drops into my eyes. ğŸ™ƒğŸ™ƒğŸ™ƒ	58	67	eye drops	eye drops
598062290970095617	2546638931	2015-05-12	' when your up on a 4 am mission to Walmart for some Tylenol Pm for this pain &amp; insomnia ğŸ˜©	53	63	Tylenol Pm	tylenol PM
604499011752501248	23707743	2015-05-30	@Chelsea464 Benadryl!	12	20	Benadryl	benadryl
758762348144369664	19546372	2016-07-28	Saira to Renee: You look scared.   That would be the botox babe.	53	58	botox	botox
501830595610415105	17084008	2014-08-19	@viccimcwill am guessing you had an epidural ;) i don't like the idea of diamorphine so unless i do just gas and air it'll be epidural!	36	44	epidural	epidural
501830595610415105	17084008	2014-08-19	@viccimcwill am guessing you had an epidural ;) i don't like the idea of diamorphine so unless i do just gas and air it'll be epidural!	126	134	epidural	epidural
501830595610415105	17084008	2014-08-19	@viccimcwill am guessing you had an epidural ;) i don't like the idea of diamorphine so unless i do just gas and air it'll be epidural!	73	84	diamorphine	diamorphine
774799539639296004	1486889246	2016-09-11	I'm in charge of narcotics &amp; domestic violence ğŸ˜©ğŸ˜© what the fuckkkk	17	26	narcotics	narcotics
463041321939509248	17084008	2014-05-04	@JennyCole04 Bio-oil is good but poundland sell something very similar which I find works just as well. The packaging look v. similar.	13	20	Bio-oil	Bio-oil
783122932776198145	177251944	2016-10-04	Last night I put Vicks Vapo rub on my lips instead of Blistex....tonight I double checked before slathering it on.	17	31	Vicks Vapo rub	vicks vaporub
570606200473018369	2557491804	2015-02-25	you know why pregnant women can take tylenol? BC IT DOESNT FUCKING WORKğŸ‘¿	37	44	tylenol	tylenol
351927457378611201	113610499	2013-07-02	I NEED PAIN KILLERS! my head is knockin!?	7	19	PAIN KILLERS	pain medication
776488714042241024	165916824	2016-09-15	I HATE WHEN DOCTORS ASK ME WHAT BIRTH CONTROL I WANT TO GO ON AFTER THE BABY GETS HERE LIKE DAMN CAN THE BABY GET HERE FIRST ğŸ™„	32	45	BIRTH CONTROL	birth control
557742130295492609	1892439703	2015-01-21	These vitamins make my hair grow so fast ğŸ˜	6	14	vitamins	vitamins
872138177280176128	2511267649	2017-06-06	so so so heartbreaking to know my newborn will be on opioids. ğŸ’”	53	60	opioids	opioids
835762752857632770	184620477	2017-02-26	Ugh. My next syringe change is going to be around 4 am. Whyyy. #LifeWithAZofranPump	73	79	Zofran	zofran
512071591094939648	2444385272	2014-09-17	@_brandiejones awwww thank you â¤ï¸ yeah prenatals do that	39	48	prenatals	prenatal vitamins
680825107904868352	23707743	2015-12-26	How young is too young for Botox? https://t.co/spqt0hv4AI	27	32	Botox	botox
885494104225873920	273724560	2017-07-13	Contractions are literally the worst pain I've ever physically endured. The morphine didn't help. But I didn't cry ğŸ¤—ğŸ¤—ğŸ¤— I dilated!	76	84	morphine	morphine
841099583035912193	2397956004	2017-03-13	â­ï¸ GIVEAWAYâ­ï¸  Vitamins! Every #pregnant mama needs them! I hate swallowing big pills! I'm soâ€¦ https://t.co/kHC8QaFVoR	15	23	Vitamins	vitamins
470203286608678912	220948289	2014-05-24	@Cysterworld muscle relaxers like a fool	13	28	muscle relaxers	muscle relaxers
614700067820335105	45234672	2015-06-27	The whooping cough injection site has killed my arm. ğŸ˜”	4	28	whooping cough injection	whooping cough injection
841105697790124032	2397956004	2017-03-13	I'm giving Away a 3 month supply of #prenatal vitamins from @SmartyHealth ! Head to my IG page to enter!â€¦ https://t.co/K9SUsgQz4s	37	54	prenatal vitamins	prenatal vitamins
779961208002768900	20229575	2016-09-25	I take triamcinolone for my asthma and allergies and I can just about ride home from the bus stop... #Wiggins	7	20	triamcinolone	triamcinolone
434061422465515520	1241876251	2014-02-13	I love how my boyfriend reminds me to take my prenatal vitamins every night. It's the cutest shit ever. ğŸ’œ	46	63	prenatal vitamins	prenatal vitamins
500119938779320320	46816774	2014-08-15	Pain medicine kicking in got me sleepy	0	13	Pain medicine	pain medicine
832808092253319169	2147874931	2017-02-18	Toby set up the humidifier for me in the room &amp; I practically chugged a bottle of Sudafed.  Im dead to the world.  Night y'all ğŸ˜´ğŸ‘‹ğŸ¼	86	93	Sudafed	sudafed
862817811395207169	2147874931	2017-05-11	I swear every few months I am on an inhaler &amp; steroids because my lungs never developed properly. It is NOT fun..	36	43	inhaler	inhaler
862817811395207169	2147874931	2017-05-11	I swear every few months I am on an inhaler &amp; steroids because my lungs never developed properly. It is NOT fun..	50	58	steroids	steroids
691389277536591873	1591899259	2016-01-24	@daysmadeofnow can you do the ibuprofen/acetaminophen switching?	30	39	ibuprofen	ibuprofen
691389277536591873	1591899259	2016-01-24	@daysmadeofnow can you do the ibuprofen/acetaminophen switching?	40	53	acetaminophen	acetaminophen
407728229857112064	220948289	2013-12-03	The nightly pill arsenal... Acetaminophen, 3 different components to my prenatal vitamins, andâ€¦ http://t.co/y3Eu3xTUAU	28	41	Acetaminophen	acetaminophen
407452452133171200	1115191412	2013-12-02	@TSuntken I thought you were sleeping.. I can't its not gonna happen I took sleeping medicine and everything.	76	93	sleeping medicine	sleeping medicine
771439467760652289	1128015306	2016-09-01	Gaviscon is my new best friendğŸ™„	0	8	Gaviscon	gaviscon
177897864926728193	115285374	2012-03-08	Bad back spasm today. =( Husband offered to either pick up my muscle relaxers from the pharmacy or stop at the wine store. #NotBothThough	62	77	muscle relaxers	muscle relaxers
488134914055745536	1241876251	2014-07-13	Tums are wonderful. ğŸ’œ	0	4	Tums	tums
665940261067988993	595051318	2015-11-15	Between my steroid nasal spray &amp; the oversized monster I just drank I'm feeling a little tweeky.	11	30	steroid nasal spray	steroid nasal spray
383381085054181376	1650749720	2013-09-27	Went to Starbucks twice today to keep productive. Still pissed off at my doctor for taking away my adderall.	99	107	adderall	adderall
177907320657948672	115285374	2012-03-09	A man that will venture into the cold, rainy night to bring you wine and painkillers (to be consumed on separate occasions) is a Keeper. =)	73	84	painkillers	painkillers
665870857026281472	70483719	2015-11-15	Is your woman a little more snippy than usual? Just hand her a feminine napkin, a Midol, &amp; a chocolate bar. Guaranteed instant mood change!ğŸ˜‚	82	87	Midol	midol
866869993853648897	2147874931	2017-05-23	I'm so uncomfortable.. Tylenol3 is my best friend tonight. Gonna snuggle my hubby &amp; crash.ğŸ˜´ğŸ’•	23	31	Tylenol3	tylenol #3
854534152070279168	2147874931	2017-04-19	These new anti-anxiety meds make me so sleepyğŸ˜´ğŸ’¤ Not sure if It will work out for me.. But I'm so tired of always switching meds ğŸ˜’	10	27	anti-anxiety meds	anti-anxiety medication
860802933281218561	583610519	2017-05-06	@cassiewashere96 I'm off mine. But I've been debating if I wanna start my birth control now or later lol	74	87	birth control	birth control
892575771713318913	45416544	2017-08-02	Now they just have me on pitocin, and the contractions aren't bothering me at all. So I'm super thankful for that!	25	32	pitocin	pitocin
665056375295184896	1000206378	2015-11-13	Anyone have muscle relaxers or Vicodeine !??	12	27	muscle relaxers	muscle relaxers
665056375295184896	1000206378	2015-11-13	Anyone have muscle relaxers or Vicodeine !??	31	40	Vicodeine	vicodin
422801402357108736	1018712233	2014-01-13	ó¾¬•I hate the sleepy side effect when your eggo is preggo or maybe it these vitaminsó¾¬”never wear panties ever but I... http://t.co/vQnof2HBx3	74	82	vitamins	vitamins
526235066045693952	436230026	2014-10-26	@Tarabledactyl infection in my uterus :( but if my antibiotics work, I should be fine. I'm just praying for a quick recovery	51	62	antibiotics	antibiotics
703545681366097920	1465089974	2016-02-27	I'm an 8. They also just started me on pitocin to help me dilate faster so it shouldn't be long! Ready to have this baby!!!	39	46	pitocin	pitocin
712572112347631616	1000206378	2016-03-23	Hydrocodone bitartrate &amp; Celebrex ğŸ’ŠğŸ’Š I'm so set ğŸ™ŒğŸ»	0	22	Hydrocodone bitartrate	hydrocodone bitartrate
712572112347631616	1000206378	2016-03-23	Hydrocodone bitartrate &amp; Celebrex ğŸ’ŠğŸ’Š I'm so set ğŸ™ŒğŸ»	29	37	Celebrex	celebrex
717641800123609088	65473062	2016-04-06	A whole 24hrs of me just being itchy af and its nothing I can do about it ğŸ™„ğŸ™„ğŸ™„ Benadryl don't fuckin work g	78	86	Benadryl	benadryl
549455891331026944	1154971159	2014-12-29	Mommy caved &amp; got dilaudid .... Happy times right now. ğŸ˜ƒğŸ‘ Been in labor for nearly 5hrs now, stillâ€¦ http://t.co/7yxX52LVdM	22	30	dilaudid	dilaudid
861741537184665601	2147874931	2017-05-09	@TheWife_ I get those contractions ALL. THE. TIME. My doctor Put me On Vastaril to Help settle them down. It helps a bit.	71	79	Vastaril	vistaril
784184795639132164	1228869366	2016-10-07	I haven't had anything for pain except Tylenol and that was at like 1. Y'all I had a baby cut out of me and don't need pain meds	39	46	Tylenol	tylenol
784184795639132164	1228869366	2016-10-07	I haven't had anything for pain except Tylenol and that was at like 1. Y'all I had a baby cut out of me and don't need pain meds	119	128	pain meds	pain meds
818552982480584705	45416544	2017-01-09	She is currently on a morphine drip &amp; hospice is taking over.Trying to get her into an end of life facility for as much comfort as possible.	22	30	morphine	morphine
580403065825730560	60440414	2015-03-24	Type 1 diabetes &amp; pregnancy ...She has a really funky placenta that requires the most ridiculous dose of insulin.â€™ http://t.co/piwBDkYkvd	109	116	insulin	insulin
877740539633954816	2147874931	2017-06-22	When you try to block someone but end up accidentally pressing the follow buttonğŸ˜… This Tylenol3 is kicking my ass. Goodnight y'all.ğŸ˜‚ğŸ˜­ğŸ˜…ğŸ™‡ğŸ»â€â™€ï¸	87	95	Tylenol3	tylenol #3
892857925739401221	45416544	2017-08-02	Still only at a four, but I do have an epidural now.	39	47	epidural	epidural
574774568155484161	149219188	2015-03-09	I told them I will be askin for my birth control contraception soon as I push her out. Frfr	35	48	birth control	birth control
761675565929594880	1427054106	2016-08-05	10/10 recommend prenatal vitamins to any girl just to take bc my hair has grown 7 inches since March ğŸ™‚	16	33	prenatal vitamins	prenatal vitamins
677248150524919808	1465089974	2015-12-16	@elizabeth81013 I hope I get orange, orange is my fave flavor of anything lol &amp; Im not even worried about the epidural bc I kno ima want it!	114	122	epidural	epidural
825052603121811456	2397956004	2017-01-27	@gardenlites make snacking delicious! They are packed with vitamins!!!! Hey $1 off here! https://t.co/amvOGVZ8S9â€¦ https://t.co/YuMvY9Ipit	59	67	vitamins	vitamins
407419806770417665	1115191412	2013-12-02	Hahaha I took medicine to fall asleep nyquil and sleeping pills neither are working :(	38	44	nyquil	nyquil
407419806770417665	1115191412	2013-12-02	Hahaha I took medicine to fall asleep nyquil and sleeping pills neither are working :(	49	63	sleeping pills	sleeping pill
680870640849559552	15954214	2015-12-26	Pixie still has a few vaccines to get, so until then I've been getting creative on ways to show her around her new world safely... ğŸ’•ğŸ¶âœ¨	22	30	vaccines	vaccines
596665693874982913	454565608	2015-05-08	No first thing in the morning and still have this migraine!!! It's been now 4 days and nothing is working! Including a blood patch	119	130	blood patch	blood patch
806164604963459072	101829949	2016-12-06	Holy shit I need my freaking anxiety medsğŸ˜©	29	41	anxiety meds	anxiety medication
736683082959331330	1427054106	2016-05-28	I mean, hate all your want on people getting pregnant but little does everyone know that I was actually on birth control ğŸ™ƒ	107	120	birth control	birth control
651889815512707072	1281733922	2015-10-07	Ya know that commercial for like DayQuil I think where they're like mom's don't take sick days that's me, the bad mom.	33	40	DayQuil	dayquil
661458824516210688	1233824210	2015-11-03	The worst pary about being ill is when your doctor puts you on steroids that make you feel sickğŸ˜­	63	71	steroids	steroids
576066090868015104	1106419609	2015-03-12	@KyNaBoutique I am. We are going through 14pts a week &amp; I'm pretty much the only person who has any. And orange Rennies. It's just blurgh.	116	123	Rennies	rennie
486297619250290688	1025811572	2014-07-07	prenatals have done wonders to my hair	0	9	prenatals	prenatals
497483190479515648	124393044	2014-08-07	@doritmi @KathyMcGrath4 Got my Tdap at 37 weeks... Hope it wasn't too late. Article states 27-36 weeks. ğŸ˜	31	35	Tdap	Tdap vaccine
735212614989557760	431145629	2016-05-24	Oaklee's heartbeat was 142 today,and I have finally managed to gain 3 pounds.Thank god for Zantac that keeps me from heartburn and pukingğŸ˜ŠğŸ’š	91	97	Zantac	zantac
847073924064137216	51921787	2017-03-29	Got my whooping cough vaccine yesterday and now my arm is sore.	7	29	whooping cough vaccine	whooping cough vaccine
868784211737456640	21343364	2017-05-28	Got myself a new bff! I'm now sat on my bed on an insulin drip. Would've liked a little wanderâ€¦ https://t.co/A9bdl5F4FY	50	62	insulin drip	insulin drip
798626411560910848	1143892999	2016-11-15	So I'm just about to drink castor oil again because at this point I'm tired	27	37	castor oil	castor oil
